都道府県,市町村,一般競争 ,総合評価落札方式,プロポーザル方式,低入札価格調査・最低制限価格制度,予定価格の公表,R1年度競争入札平均落札率
岩手県 ,葛巻町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
岩手県 ,岩手町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.77
岩手県 ,紫波町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.774
岩手県 ,矢巾町,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.77
岩手県 ,西和賀町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.962
岩手県 ,金ケ崎町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.711
岩手県 ,平泉町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",0.974
岩手県 ,住田町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.93
岩手県 ,大槌町,本格導入 ,2016年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,-
岩手県 ,山田町,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.813
岩手県 ,岩泉町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.899
岩手県 ,田野畑村,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
岩手県 ,普代村,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.971
岩手県 ,軽米町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
岩手県 ,野田村,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.899
岩手県 ,九戸村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"原則非公表、一部案件
で事後公表",0.753
岩手県 ,洋野町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
岩手県 ,一戸町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",-
宮城県 ,石巻市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.826
宮城県 ,塩竈市,本格導入 ,2018年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.83
宮城県 ,気仙沼市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
宮城県 ,白石市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,0.975
宮城県 ,名取市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.895
宮城県 ,角田市,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.861
宮城県 ,多賀城市,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.711
宮城県 ,岩沼市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.868
宮城県 ,登米市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.814
宮城県 ,栗原市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.763
宮城県 ,東松島市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.661
宮城県 ,大崎市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.743
宮城県 ,富谷市,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.783
宮城県 ,蔵王町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
宮城県 ,七ヶ宿町,試行導入 ,2008年試行導入 ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.839
宮城県 ,大河原町,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.938
宮城県 ,村田町,試行導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
宮城県 ,柴田町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.95
宮城県 ,川崎町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,0.946
宮城県 ,丸森町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
宮城県 ,亘理町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.786
宮城県 ,山元町,本格導入 ,2008年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.732
宮城県 ,松島町,本格導入 ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.65
宮城県 ,七ヶ浜町,本格導入 ,2010年試行導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.619
宮城県 ,利府町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.857
宮城県 ,大和町,本格導入 ,導入していない ,本格導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件事後公表 ,0.703
宮城県 ,大郷町,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,-
宮城県 ,大衡村,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.541
宮城県 ,色麻町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.859
